time,symbol,quantity,price,side
2021-03-07 16:38:18,B,400,23.86,SELL
2021-03-07 16:41:17,A,300,23.79,SELL
2021-03-07 16:42:29,A,400,23.8,BUY
2021-03-07 16:44:22,A,100,23.81,BUY
2021-03-07 16:46:01,A,200,23.7,SELL
2021-03-07 16:48:21,A,200,23.93,SELL
2021-03-07 16:49:55,B,100,23.93,BUY
2021-03-07 16:53:54,A,100,23.92,BUY
2021-03-07 16:55:29,B,100,23.99,BUY
2021-03-07 16:56:06,A,400,23.83,BUY
2021-03-07 16:59:28,B,300,23.71,BUY
2021-03-07 17:03:03,A,300,23.7,BUY
2021-03-07 17:05:52,A,500,23.78,BUY
2021-03-07 17:07:45,A,400,23.74,BUY
2021-03-07 17:11:41,B,400,23.94,SELL
2021-03-07 17:15:55,B,300,23.85,SELL
2021-03-07 17:17:25,A,100,23.76,BUY
2021-03-07 17:17:55,B,200,23.98,BUY
2021-03-07 17:21:30,A,300,23.97,BUY
2021-03-07 17:22:32,A,300,23.7,BUY
2021-03-07 17:23:35,A,200,23.84,SELL
2021-03-07 17:25:51,B,300,23.85,SELL
2021-03-07 17:26:02,A,200,23.78,BUY
2021-03-07 17:27:04,A,400,23.77,BUY
2021-03-07 17:32:35,A,400,23.86,SELL
2021-03-07 17:33:56,B,300,23.97,BUY
2021-03-07 17:33:59,A,200,23.74,SELL
2021-03-07 17:35:43,B,300,23.79,SELL
2021-03-07 17:37:42,A,200,23.83,SELL
2021-03-07 17:42:13,B,400,23.76,BUY
2021-03-07 17:43:49,A,500,23.97,SELL
2021-03-07 17:47:16,A,100,23.92,SELL
2021-03-07 17:49:58,B,200,23.77,SELL
2021-03-07 17:54:03,A,300,23.91,BUY
2021-03-07 17:56:34,B,200,23.97,SELL
2021-03-08 10:01:07,B,200,23.91,BUY
2021-03-08 10:04:26,B,400,23.82,BUY
2021-03-08 10:09:02,B,300,23.72,SELL
2021-03-08 10:13:24,B,200,23.82,SELL
2021-03-08 10:17:19,A,300,23.95,SELL
2021-03-08 10:19:12,B,100,23.74,BUY
2021-03-08 10:19:19,B,500,23.74,BUY
2021-03-08 10:21:54,B,100,23.98,BUY
2021-03-08 10:25:50,B,100,23.92,SELL
2021-03-08 10:26:45,A,300,23.75,SELL
2021-03-08 10:28:26,B,300,23.9,BUY
2021-03-08 10:32:49,A,400,23.92,SELL
2021-03-08 10:36:09,A,100,23.89,BUY
2021-03-08 10:41:07,B,100,23.98,BUY
2021-03-08 10:45:40,B,300,23.84,BUY
2021-03-08 10:47:06,B,100,23.98,SELL
2021-03-08 10:48:49,A,100,23.85,SELL
2021-03-08 10:52:45,B,400,23.97,SELL
2021-03-08 10:56:51,A,500,23.85,BUY
2021-03-08 10:57:50,A,300,23.71,BUY
2021-03-08 11:01:02,A,200,23.71,BUY
2021-03-08 11:04:25,B,100,23.92,SELL
2021-03-08 11:05:01,A,100,23.86,SELL
2021-03-08 11:07:57,A,200,23.75,BUY
2021-03-08 11:10:11,A,400,23.82,SELL
2021-03-08 11:12:27,B,200,23.78,SELL
2021-03-08 11:16:17,A,200,23.88,BUY
2021-03-08 11:20:16,B,200,23.83,SELL
2021-03-08 11:24:45,B,400,23.9,SELL
2021-03-08 11:28:48,B,500,23.97,BUY
2021-03-08 11:31:41,A,200,23.84,BUY
2021-03-08 11:33:08,A,100,23.95,BUY
2021-03-08 11:35:16,B,300,23.81,BUY
2021-03-08 11:38:01,A,200,23.81,SELL
2021-03-08 11:42:34,A,300,23.73,BUY
2021-03-08 11:42:51,B,200,23.81,SELL
2021-03-08 11:46:55,A,100,23.83,BUY
2021-03-08 11:51:38,A,200,23.94,SELL
2021-03-08 11:54:39,B,200,23.7,SELL
2021-03-08 11:59:05,B,200,23.87,BUY
2021-03-08 12:00:24,A,200,24.0,BUY
2021-03-08 12:04:26,B,400,23.86,SELL
2021-03-08 12:07:31,A,200,24.0,SELL
2021-03-08 12:09:09,A,200,23.84,BUY
2021-03-08 12:11:56,B,200,23.88,SELL
2021-03-08 12:13:39,A,500,23.81,SELL
2021-03-08 12:15:07,B,300,23.91,BUY
2021-03-08 12:18:10,B,200,23.97,SELL
2021-03-08 12:18:46,B,100,23.97,SELL
2021-03-08 12:23:20,A,400,23.89,SELL
2021-03-08 12:23:32,B,200,23.98,BUY
2021-03-08 12:25:10,B,200,23.98,SELL
2021-03-08 12:29:36,A,200,23.8,SELL
2021-03-08 12:30:25,B,500,23.99,BUY
2021-03-08 12:33:17,A,300,23.89,BUY
2021-03-08 12:36:23,B,100,23.76,SELL
2021-03-08 12:36:49,B,400,23.76,SELL
2021-03-08 12:41:15,A,200,24.0,SELL
2021-03-08 12:44:05,A,300,23.86,SELL
2021-03-08 12:44:25,A,200,23.86,SELL
2021-03-08 12:45:03,B,100,23.88,BUY
2021-03-08 12:46:56,B,100,23.86,SELL
2021-03-08 12:49:01,B,200,23.93,BUY
2021-03-08 12:49:37,B,200,23.93,SELL
2021-03-08 12:51:39,B,200,23.82,BUY
2021-03-08 12:52:02,A,200,23.88,BUY
2021-03-08 12:55:07,A,300,23.98,BUY
2021-03-08 12:56:53,A,300,23.73,BUY
2021-03-08 12:58:31,B,200,23.76,SELL
2021-03-08 13:03:07,A,300,23.91,BUY
2021-03-08 13:05:05,B,200,23.83,BUY
2021-03-08 13:06:50,B,300,23.83,BUY
2021-03-08 13:07:32,A,100,23.84,BUY
2021-03-08 13:08:19,A,100,23.8,SELL
2021-03-08 13:08:46,B,300,23.93,SELL
2021-03-08 13:10:30,B,500,23.98,BUY
2021-03-08 13:13:18,B,100,23.99,BUY
2021-03-08 13:16:30,B,400,23.7,SELL
2021-03-08 13:21:08,B,400,23.76,SELL
2021-03-08 13:25:18,A,200,23.78,BUY
2021-03-08 13:29:51,B,400,23.91,BUY
2021-03-08 13:32:03,A,400,23.95,BUY
2021-03-08 13:33:56,B,100,23.8,SELL
2021-03-08 13:37:21,B,200,23.8,SELL
2021-03-08 13:38:01,A,300,23.76,BUY
2021-03-08 13:41:50,A,400,23.76,SELL
2021-03-08 13:44:29,A,400,23.93,BUY
2021-03-08 13:47:57,B,100,23.89,SELL
2021-03-08 13:49:55,A,500,23.95,SELL
2021-03-08 13:51:47,B,300,23.91,BUY
2021-03-08 13:53:08,B,300,23.86,SELL
2021-03-08 13:57:17,A,400,23.71,BUY
2021-03-08 13:59:17,B,200,23.96,BUY
2021-03-08 14:02:57,A,400,23.97,SELL
2021-03-08 14:04:40,A,300,24.0,SELL
2021-03-08 14:07:37,B,200,23.85,SELL
2021-03-08 14:10:29,A,300,23.91,BUY
2021-03-08 14:15:12,A,300,23.86,BUY
2021-03-08 14:18:11,A,200,23.74,BUY
2021-03-08 14:21:38,B,200,23.75,BUY
2021-03-08 14:22:42,A,300,23.92,SELL
2021-03-08 14:26:28,B,200,23.84,SELL
2021-03-08 14:26:49,B,300,23.84,BUY
2021-03-08 14:28:26,B,200,23.96,SELL
2021-03-08 14:32:23,A,200,23.96,BUY
2021-03-08 14:34:26,A,300,23.7,SELL
2021-03-08 14:36:19,B,100,23.85,SELL
2021-03-08 14:39:22,B,300,23.82,BUY
2021-03-08 14:41:47,A,100,23.73,BUY
2021-03-08 14:43:41,A,300,23.74,SELL
2021-03-08 14:45:19,A,300,23.8,SELL
2021-03-08 14:48:53,A,300,23.74,SELL
2021-03-08 14:50:09,B,400,23.97,BUY
2021-03-08 14:53:02,A,500,23.88,BUY
2021-03-08 14:57:40,A,100,23.85,BUY
2021-03-08 15:00:06,B,300,23.79,SELL
2021-03-08 15:02:53,A,200,23.93,SELL
2021-03-08 15:07:29,A,100,23.75,SELL
2021-03-08 15:08:55,B,100,23.75,BUY
2021-03-08 15:13:33,B,200,23.88,SELL
2021-03-08 15:18:01,B,200,23.96,BUY
2021-03-08 15:19:49,B,300,24.0,BUY
2021-03-08 15:21:58,A,300,23.8,BUY
2021-03-08 15:24:09,B,300,23.97,SELL
2021-03-08 15:28:00,A,200,23.74,BUY
2021-03-08 15:29:36,A,300,23.86,SELL
2021-03-08 15:33:58,A,300,23.75,BUY
2021-03-08 15:36:04,A,400,23.72,SELL
2021-03-08 15:39:59,A,400,23.72,BUY
2021-03-08 15:41:39,A,200,23.87,SELL
2021-03-08 15:43:46,A,400,23.81,SELL
2021-03-08 15:45:21,A,100,23.96,SELL
2021-03-08 15:49:47,B,100,23.76,BUY
2021-03-08 15:54:45,A,200,23.97,SELL
2021-03-08 15:58:56,A,300,23.92,BUY
2021-03-08 16:03:45,B,300,23.73,SELL
2021-03-08 16:05:39,A,100,23.76,SELL
2021-03-08 16:05:40,A,100,23.76,BUY
2021-03-08 16:09:20,B,100,23.7,BUY
2021-03-08 16:12:27,A,500,23.99,SELL
2021-03-08 16:15:43,B,300,23.98,SELL
2021-03-08 16:19:59,B,100,24.0,SELL
2021-03-08 16:24:54,B,400,23.91,BUY
2021-03-08 16:26:31,A,300,23.96,BUY
2021-03-08 16:26:57,B,300,23.97,BUY
2021-03-08 16:30:37,A,400,23.93,BUY
2021-03-08 16:31:25,A,400,23.95,SELL
2021-03-08 16:32:44,B,100,23.82,SELL
2021-03-08 16:34:33,B,300,23.72,SELL
2021-03-08 16:34:42,A,200,23.87,SELL
2021-03-08 16:37:16,B,300,24.0,SELL
2021-03-08 16:41:44,B,300,24.0,BUY
2021-03-08 16:44:28,A,400,23.95,BUY
2021-03-08 16:46:14,B,100,23.98,SELL
2021-03-08 16:49:31,B,400,23.97,BUY
2021-03-08 16:54:27,B,300,23.99,SELL
2021-03-08 16:55:37,A,100,23.88,BUY
2021-03-08 17:00:24,B,300,23.83,SELL
2021-03-08 17:00:43,B,200,23.83,BUY
2021-03-08 17:03:52,A,300,23.85,BUY
2021-03-08 17:08:31,A,300,23.84,SELL
2021-03-08 17:12:30,B,200,23.92,SELL
2021-03-08 17:12:44,A,400,23.92,BUY
2021-03-08 17:15:58,B,200,23.77,BUY
2021-03-08 17:16:02,B,100,24.0,SELL
2021-03-08 17:20:56,A,500,23.73,SELL
2021-03-08 17:22:59,B,400,23.98,BUY
2021-03-08 17:27:40,A,300,23.87,SELL
2021-03-08 17:31:45,B,100,23.82,SELL
2021-03-08 17:34:35,A,200,23.83,BUY
2021-03-08 17:39:12,B,100,23.89,BUY
2021-03-08 17:42:56,B,100,23.93,SELL
2021-03-08 17:47:15,B,300,23.97,BUY
2021-03-08 17:48:40,B,300,23.91,BUY
2021-03-08 17:52:38,B,100,23.87,SELL
2021-03-08 17:57:18,B,300,23.9,SELL
2021-03-09 10:04:01,B,400,23.98,SELL
2021-03-09 10:07:20,A,300,23.89,BUY
2021-03-09 10:08:50,B,100,23.85,SELL
2021-03-09 10:10:09,B,100,23.86,SELL
2021-03-09 10:12:03,A,500,23.78,SELL
2021-03-09 10:13:06,A,300,23.95,BUY
2021-03-09 10:15:00,A,300,23.76,SELL
2021-03-09 10:15:51,B,200,23.96,BUY
2021-03-09 10:19:53,A,200,23.9,BUY
2021-03-09 10:23:21,B,100,23.99,BUY
2021-03-09 10:23:22,B,300,23.99,SELL
2021-03-09 10:24:16,A,200,23.93,BUY
2021-03-09 10:25:22,B,200,23.75,BUY
2021-03-09 10:29:26,A,200,23.7,SELL
2021-03-09 10:31:53,A,300,23.94,BUY
2021-03-09 10:34:21,A,300,23.71,SELL
2021-03-09 10:38:53,B,200,23.73,SELL
2021-03-09 10:42:50,A,200,23.96,SELL
2021-03-09 10:46:42,B,300,23.74,BUY
2021-03-09 10:48:36,B,100,23.76,BUY
2021-03-09 10:50:17,B,300,23.81,SELL
2021-03-09 10:55:09,A,300,23.72,BUY
2021-03-09 11:00:02,B,500,23.88,BUY
2021-03-09 11:03:05,B,100,23.81,BUY
2021-03-09 11:04:44,B,300,23.82,BUY
2021-03-09 11:09:36,B,100,23.94,SELL
2021-03-09 11:13:01,A,300,23.74,BUY
2021-03-09 11:16:56,B,200,23.92,SELL
2021-03-09 11:17:10,A,200,23.82,SELL
2021-03-09 11:17:15,A,400,23.82,SELL
2021-03-09 11:17:50,B,200,23.87,BUY
2021-03-09 11:21:36,A,300,23.73,SELL
2021-03-09 11:22:55,A,200,23.73,BUY
2021-03-09 11:23:20,A,100,23.82,SELL
2021-03-09 11:25:04,B,200,23.86,BUY
2021-03-09 11:27:09,B,100,23.95,BUY
2021-03-09 11:32:01,B,400,23.8,SELL
2021-03-09 11:34:15,B,200,23.87,SELL
2021-03-09 11:36:59,A,100,23.79,SELL
2021-03-09 11:41:18,A,100,23.8,BUY
2021-03-09 11:44:19,A,400,23.71,BUY
2021-03-09 11:45:31,B,200,23.86,BUY
2021-03-09 11:47:14,A,400,23.83,SELL
2021-03-09 11:47:52,A,200,23.83,SELL
2021-03-09 11:52:21,B,300,23.82,BUY
2021-03-09 11:56:15,A,400,23.8,SELL
2021-03-09 11:57:44,A,300,23.81,SELL
2021-03-09 12:01:54,A,300,23.91,SELL
2021-03-09 12:05:56,B,100,23.97,SELL
2021-03-09 12:09:35,B,400,23.89,SELL
2021-03-09 12:13:55,B,100,23.93,SELL
2021-03-09 12:15:07,B,300,23.92,SELL
2021-03-09 12:16:23,A,200,23.75,BUY
2021-03-09 12:20:24,B,100,23.72,BUY
2021-03-09 12:24:05,A,500,23.87,SELL
2021-03-09 12:24:35,B,300,23.79,SELL
2021-03-09 12:27:42,B,200,24.0,BUY
2021-03-09 12:29:32,B,300,23.8,BUY
2021-03-09 12:31:13,A,100,24.0,BUY
2021-03-09 12:34:23,A,100,23.79,BUY
2021-03-09 12:39:00,A,100,23.87,BUY
2021-03-09 12:39:49,A,100,23.87,SELL
2021-03-09 12:44:09,B,300,23.92,SELL
2021-03-09 12:44:31,B,100,23.92,SELL
2021-03-09 12:46:07,A,500,23.87,BUY
2021-03-09 12:47:34,A,100,23.94,BUY
2021-03-09 12:48:27,A,300,23.97,SELL
2021-03-09 12:50:05,A,100,23.75,BUY
2021-03-09 12:54:14,A,200,23.89,SELL
2021-03-09 12:54:16,B,100,23.85,SELL
2021-03-09 12:55:04,B,500,23.87,BUY
2021-03-09 12:57:20,A,100,23.96,BUY
2021-03-09 13:00:43,B,200,24.0,BUY
2021-03-09 13:05:05,B,400,23.85,SELL
2021-03-09 13:08:07,A,300,23.92,BUY
2021-03-09 13:09:55,A,300,23.76,SELL
2021-03-09 13:14:47,B,300,23.78,SELL
2021-03-09 13:18:00,A,300,23.78,SELL
2021-03-09 13:18:43,A,200,23.78,SELL
2021-03-09 13:19:01,A,300,23.94,SELL
2021-03-09 13:19:44,B,100,23.8,BUY
2021-03-09 13:20:25,A,200,23.71,SELL
2021-03-09 13:23:46,A,300,23.96,SELL
2021-03-09 13:25:03,A,100,23.94,SELL
2021-03-09 13:26:58,A,100,23.84,BUY
2021-03-09 13:27:16,B,300,23.88,BUY
2021-03-09 13:27:58,A,300,23.91,BUY
2021-03-09 13:29:12,A,200,23.72,SELL
2021-03-09 13:31:03,B,400,23.77,SELL
2021-03-09 13:33:28,A,200,23.94,SELL
2021-03-09 13:38:19,B,200,23.94,BUY
2021-03-09 13:39:07,B,300,23.93,BUY
2021-03-09 13:39:54,B,200,23.93,SELL
2021-03-09 13:40:24,B,300,23.97,BUY
2021-03-09 13:41:58,A,300,23.96,BUY
2021-03-09 13:46:14,A,200,23.74,BUY
2021-03-09 13:49:46,B,100,23.7,SELL
2021-03-09 13:50:12,B,100,23.9,BUY
2021-03-09 13:53:49,B,300,23.94,BUY
2021-03-09 13:54:17,B,100,23.83,BUY
2021-03-09 13:55:41,B,200,23.93,SELL
2021-03-09 13:57:59,B,300,23.85,SELL
2021-03-09 14:01:33,B,100,23.72,BUY
2021-03-09 14:04:57,B,100,23.8,SELL
2021-03-09 14:08:39,B,400,23.72,BUY
2021-03-09 14:09:25,B,300,23.82,BUY
2021-03-09 14:12:54,B,300,23.76,BUY
2021-03-09 14:14:52,A,100,23.82,BUY
2021-03-09 14:16:08,A,100,23.7,BUY
2021-03-09 14:16:39,B,100,23.98,BUY
2021-03-09 14:18:12,A,200,23.7,BUY
2021-03-09 14:21:37,B,100,23.95,BUY
2021-03-09 14:23:55,A,100,23.79,SELL
2021-03-09 14:28:01,A,500,23.73,SELL
2021-03-09 14:28:21,B,300,23.76,SELL
2021-03-09 14:28:54,B,300,23.76,BUY
2021-03-09 14:30:27,A,300,23.72,SELL
2021-03-09 14:31:35,B,100,23.85,SELL
2021-03-09 14:35:57,A,300,23.74,BUY
2021-03-09 14:36:43,B,200,23.72,SELL
2021-03-09 14:38:49,B,400,23.91,SELL
2021-03-09 14:41:24,B,100,23.94,SELL
2021-03-09 14:42:21,A,300,23.84,SELL
2021-03-09 14:45:44,A,200,23.9,BUY
2021-03-09 14:50:06,B,400,23.74,BUY
2021-03-09 14:53:17,A,100,23.88,BUY
2021-03-09 14:57:58,A,300,23.71,SELL
2021-03-09 15:01:44,B,300,23.87,BUY
2021-03-09 15:04:49,B,100,23.83,SELL
2021-03-09 15:06:32,A,300,23.85,BUY
2021-03-09 15:11:29,A,500,23.83,BUY
2021-03-09 15:12:18,A,300,23.81,SELL
2021-03-09 15:16:58,A,100,23.71,SELL
2021-03-09 15:17:47,A,400,23.8,SELL
2021-03-09 15:22:31,A,100,23.77,BUY
2021-03-09 15:23:23,A,100,23.81,SELL
2021-03-09 15:24:06,B,100,23.93,SELL
2021-03-09 15:24:26,B,200,23.93,BUY
2021-03-09 15:28:29,B,100,23.92,SELL
2021-03-09 15:30:20,B,400,23.83,BUY
2021-03-09 15:34:03,A,200,23.7,BUY
2021-03-09 15:34:06,A,100,23.7,SELL
2021-03-09 15:34:18,A,100,23.7,SELL
2021-03-09 15:38:57,B,300,23.78,BUY
2021-03-09 15:43:11,A,100,23.9,BUY
2021-03-09 15:44:00,A,100,23.8,SELL
2021-03-09 15:47:46,B,100,23.93,BUY
2021-03-09 15:47:50,A,200,23.94,BUY
2021-03-09 15:49:16,A,300,23.72,BUY
2021-03-09 15:50:35,A,200,23.71,BUY
2021-03-09 15:50:48,B,300,23.96,BUY
2021-03-09 15:54:43,B,100,23.73,BUY
2021-03-09 15:56:38,A,300,23.88,BUY
2021-03-09 15:59:38,B,100,23.89,SELL
2021-03-09 16:01:47,A,100,23.93,SELL
2021-03-09 16:03:10,A,100,23.9,BUY
2021-03-09 16:06:08,B,200,23.71,SELL
2021-03-09 16:06:25,B,100,23.71,SELL
2021-03-09 16:11:09,B,100,23.72,BUY
2021-03-09 16:13:34,B,100,23.73,SELL
2021-03-09 16:18:08,B,400,23.86,BUY
2021-03-09 16:19:12,B,500,23.97,SELL
2021-03-09 16:22:02,A,500,23.76,BUY
2021-03-09 16:26:53,A,300,23.99,BUY
2021-03-09 16:27:33,A,100,23.72,SELL
2021-03-09 16:31:50,A,300,23.74,SELL
2021-03-09 16:36:38,B,300,23.96,SELL
2021-03-09 16:37:36,A,200,23.8,BUY
2021-03-09 16:41:10,B,300,23.87,BUY
2021-03-09 16:43:42,B,100,23.91,SELL
2021-03-09 16:45:43,B,400,23.86,BUY
2021-03-09 16:48:40,A,200,23.96,SELL
2021-03-09 16:51:22,B,300,23.78,SELL
2021-03-09 16:53:43,B,500,23.78,BUY
2021-03-09 16:55:00,B,200,23.87,SELL
2021-03-09 16:55:22,A,300,23.78,SELL
2021-03-09 16:59:04,B,300,23.97,SELL
2021-03-09 17:03:34,A,300,23.83,BUY
2021-03-09 17:07:16,B,300,23.87,SELL
2021-03-09 17:10:06,B,300,23.99,BUY
2021-03-09 17:14:25,A,300,23.9,SELL
2021-03-09 17:15:26,A,200,23.7,SELL
2021-03-09 17:16:56,A,300,23.84,SELL
2021-03-09 17:21:42,B,300,23.9,SELL
2021-03-09 17:24:47,B,500,23.83,BUY
2021-03-09 17:25:45,A,100,23.88,BUY
2021-03-09 17:25:47,A,200,23.88,SELL
2021-03-09 17:27:12,B,200,23.97,SELL
2021-03-09 17:31:56,B,100,23.87,SELL
2021-03-09 17:34:25,B,200,23.74,SELL
2021-03-09 17:36:26,A,300,23.78,BUY
2021-03-09 17:39:21,A,500,23.92,SELL
2021-03-09 17:43:08,B,100,23.74,SELL
2021-03-09 17:43:27,A,300,23.97,SELL
2021-03-09 17:45:56,B,200,23.89,BUY
2021-03-09 17:49:24,A,400,23.94,BUY
2021-03-09 17:49:56,B,300,23.98,BUY
2021-03-09 17:52:45,B,100,23.99,SELL
2021-03-09 17:56:29,B,200,23.76,BUY
2021-03-09 17:58:46,B,200,23.95,BUY
2021-03-09 17:59:36,B,100,23.98,BUY
2021-03-10 10:04:03,B,200,23.8,SELL
2021-03-10 10:06:46,A,300,23.95,SELL
2021-03-10 10:08:49,A,400,23.74,BUY
2021-03-10 10:12:08,A,300,23.95,BUY
2021-03-10 10:16:51,A,500,23.92,SELL
2021-03-10 10:20:44,A,200,23.74,SELL
2021-03-10 10:22:13,B,300,23.99,SELL
2021-03-10 10:22:55,A,200,23.82,BUY
2021-03-10 10:25:50,A,100,23.79,BUY
2021-03-10 10:27:47,A,300,23.8,SELL
2021-03-10 10:29:48,B,300,23.79,BUY
2021-03-10 10:31:03,B,200,23.99,SELL
2021-03-10 10:32:03,B,100,23.74,BUY
2021-03-10 10:33:30,A,100,23.87,SELL
2021-03-10 10:36:15,B,400,23.79,SELL
2021-03-10 10:39:00,B,100,23.87,BUY
2021-03-10 10:42:57,A,400,23.84,BUY
2021-03-10 10:47:35,A,100,23.88,BUY
2021-03-10 10:48:48,A,300,23.94,SELL
2021-03-10 10:51:06,A,200,23.93,SELL
2021-03-10 10:51:55,A,200,23.93,BUY
2021-03-10 10:55:04,B,100,23.99,SELL
2021-03-10 10:59:46,B,200,23.84,SELL
2021-03-10 11:02:51,B,500,23.72,SELL
2021-03-10 11:07:12,A,300,23.95,BUY
2021-03-10 11:07:58,B,300,23.96,BUY
2021-03-10 11:09:20,A,200,23.79,BUY
2021-03-10 11:11:21,B,500,23.91,SELL
2021-03-10 11:12:49,B,300,23.8,BUY
2021-03-10 11:15:23,A,400,23.76,BUY
2021-03-10 11:19:41,A,200,23.86,SELL
2021-03-10 11:21:04,B,300,23.74,BUY
2021-03-10 11:23:42,B,300,23.8,BUY
2021-03-10 11:27:05,B,300,23.72,SELL
2021-03-10 11:31:16,A,100,23.77,BUY
2021-03-10 11:34:33,A,400,23.96,BUY
2021-03-10 11:38:33,B,200,23.84,SELL
2021-03-10 11:39:27,B,300,23.81,SELL
2021-03-10 11:42:42,B,300,24.0,SELL
2021-03-10 11:44:52,A,200,23.87,BUY
2021-03-10 11:46:58,A,200,23.71,SELL
2021-03-10 11:49:29,A,400,23.88,BUY
2021-03-10 11:50:08,B,100,23.81,BUY
2021-03-10 11:54:47,B,300,23.85,BUY
2021-03-10 11:56:22,A,300,23.79,BUY
2021-03-10 11:59:57,A,400,23.73,BUY
2021-03-10 12:02:57,B,400,23.84,SELL
2021-03-10 12:07:18,B,200,24.0,BUY
2021-03-10 12:08:08,A,200,23.94,SELL
2021-03-10 12:08:52,B,400,23.85,SELL
2021-03-10 12:09:52,B,300,23.76,BUY
2021-03-10 12:12:40,A,500,23.87,BUY
2021-03-10 12:15:47,A,200,24.0,SELL
2021-03-10 12:16:16,B,300,23.75,BUY
2021-03-10 12:16:40,B,100,23.75,SELL
2021-03-10 12:21:03,A,200,23.81,BUY
2021-03-10 12:24:25,B,300,23.8,SELL
2021-03-10 12:28:17,A,500,23.93,SELL
2021-03-10 12:30:39,B,100,23.87,BUY
2021-03-10 12:33:06,B,400,23.76,SELL
2021-03-10 12:33:40,A,100,23.81,BUY
2021-03-10 12:36:05,A,400,23.77,BUY
2021-03-10 12:37:53,A,400,23.82,BUY
2021-03-10 12:39:08,A,100,23.95,BUY
2021-03-10 12:39:32,B,200,23.87,BUY
2021-03-10 12:40:18,B,500,23.82,SELL
2021-03-10 12:44:54,A,400,23.72,BUY
2021-03-10 12:48:44,A,200,23.73,SELL
2021-03-10 12:50:56,B,200,23.82,SELL
2021-03-10 12:52:50,B,400,23.94,BUY
2021-03-10 12:54:02,B,200,23.94,SELL
2021-03-10 12:58:00,B,300,23.97,BUY
2021-03-10 12:58:03,B,100,23.97,SELL
2021-03-10 12:59:39,A,200,23.9,SELL
2021-03-10 13:01:41,A,400,23.88,SELL
2021-03-10 13:04:32,A,400,23.97,SELL
2021-03-10 13:08:51,B,200,23.75,SELL
2021-03-10 13:12:44,A,300,23.78,SELL
2021-03-10 13:13:23,A,300,23.79,SELL
2021-03-10 13:15:37,A,300,23.88,BUY
2021-03-10 13:17:14,B,200,23.94,SELL
2021-03-10 13:19:21,B,300,23.74,BUY
2021-03-10 13:21:48,A,200,23.97,SELL
2021-03-10 13:25:12,A,100,23.93,SELL
2021-03-10 13:27:17,A,400,23.83,SELL
2021-03-10 13:31:49,B,200,23.7,BUY
2021-03-10 13:35:02,A,300,23.91,BUY
2021-03-10 13:37:03,B,200,23.81,SELL
2021-03-10 13:38:42,B,400,23.72,BUY
2021-03-10 13:42:12,A,400,23.74,SELL
2021-03-10 13:44:15,A,100,23.75,BUY
2021-03-10 13:45:32,A,200,23.77,BUY
2021-03-10 13:46:54,B,500,23.83,BUY
2021-03-10 13:49:33,A,100,23.8,SELL
2021-03-10 13:51:55,A,200,23.77,BUY
2021-03-10 13:51:58,A,400,23.77,BUY
2021-03-10 13:55:44,A,300,24.0,BUY
2021-03-10 13:56:23,B,200,24.0,BUY
2021-03-10 14:00:57,B,100,23.8,SELL
2021-03-10 14:01:15,A,300,23.71,SELL
2021-03-10 14:04:12,A,100,23.84,BUY
2021-03-10 14:06:02,B,200,23.76,BUY
2021-03-10 14:09:02,B,500,23.81,SELL
2021-03-10 14:12:14,A,200,23.89,BUY
2021-03-10 14:15:17,A,300,23.74,BUY
2021-03-10 14:17:48,B,300,23.99,SELL
2021-03-10 14:20:05,B,300,23.77,SELL
2021-03-10 14:21:02,A,200,23.83,BUY
2021-03-10 14:24:54,B,100,23.93,SELL
2021-03-10 14:25:58,A,200,23.94,BUY
2021-03-10 14:27:45,A,300,23.72,BUY
2021-03-10 14:30:41,B,300,23.97,SELL
2021-03-10 14:32:13,A,400,23.84,SELL
2021-03-10 14:32:58,A,300,23.84,BUY
2021-03-10 14:34:23,B,100,23.8,SELL
2021-03-10 14:37:00,B,300,23.82,BUY
2021-03-10 14:41:22,B,200,23.85,SELL
2021-03-10 14:44:52,A,100,23.74,BUY
2021-03-10 14:46:49,B,100,23.82,BUY
2021-03-10 14:51:28,B,200,23.92,SELL
2021-03-10 14:51:54,B,300,23.92,BUY
2021-03-10 14:54:39,A,400,23.81,SELL
2021-03-10 14:56:08,B,100,23.84,BUY
2021-03-10 15:00:45,A,100,23.76,BUY
2021-03-10 15:01:37,A,200,23.79,SELL
2021-03-10 15:04:05,B,300,23.99,BUY
2021-03-10 15:06:06,A,300,23.78,BUY
2021-03-10 15:09:17,B,400,23.98,SELL
2021-03-10 15:09:29,A,400,23.96,SELL
2021-03-10 15:13:00,A,200,23.9,BUY
2021-03-10 15:15:53,B,200,23.91,SELL
2021-03-10 15:16:50,B,300,23.93,BUY
2021-03-10 15:18:04,A,200,23.9,SELL
2021-03-10 15:22:48,A,300,23.87,SELL
2021-03-10 15:27:10,A,100,23.75,BUY
2021-03-10 15:27:49,A,300,23.75,BUY
2021-03-10 15:30:13,A,400,23.95,SELL
2021-03-10 15:33:52,B,200,23.78,BUY
2021-03-10 15:35:50,A,200,23.93,BUY
2021-03-10 15:38:26,B,200,23.96,BUY
2021-03-10 15:40:58,A,100,23.83,SELL
2021-03-10 15:42:58,B,200,23.75,BUY
2021-03-10 15:43:07,A,200,23.94,SELL
2021-03-10 15:43:28,A,400,23.94,SELL
2021-03-10 15:43:54,A,400,23.94,SELL
2021-03-10 15:45:03,B,300,23.74,SELL
2021-03-10 15:47:36,B,200,23.71,SELL
